parent_id	parent_reactome_id	parent_name	parent_type	child_id	child_reactome_id	child_name	child_type	polarity	type
9763135	9763135	BRCA2:SEM1 [nucleoplasm]	Complex	5685242	5685242	CHEK1 phosphorylates BRCA2	Reaction	POS	AND
62637	62637	RAD51 [nucleoplasm]	EntityWithAccessionedSequence	5693564	5693564	Association of RAD51 with RAD52:DNA double-strand break ends	Reaction	POS	AND
5686408	5686408	SPIDR [nucleoplasm]	EntityWithAccessionedSequence	5686398	5686398	SPIDR binds BLM:TOP3A:RMI1:RMI2	Reaction	POS	AND
5685972	5685972	BLM:TOP3A:RMI1:RMI2 [nucleoplasm]	Complex	5686398	5686398	SPIDR binds BLM:TOP3A:RMI1:RMI2	Reaction	POS	AND
5684096	5684096	CDK2 phosphorylates RBBP8	Reaction	5684096_5684095	5684095	DNA DSBs:p-MRN:p-S327,T847-RBBP8:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	Complex	POS	AND
5684096	5684096	CDK2 phosphorylates RBBP8	Reaction	187952_output	187952	CCNA:p-T160-CDK2 [nucleoplasm]	Complex	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5684137_output	5684137	p-S327,T847,T859-RBBP8 homotetramer [nucleoplasm]	Complex	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	176312_output	176312	RAD9:HUS1:RAD1 [nucleoplasm]	Complex	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5684878_output	5684878	TOPBP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	9707299_output	9707299	p-5S-BRCA1:p-2T-BARD1 [nucleoplasm]	DefinedSet	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5686662_output	5686662	SSB-dsDNA with inter-SSA deletion [nucleoplasm]	OtherEntity	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	176269_output	176269	ATR:ATRIP [nucleoplasm]	Complex	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	62637_output	62637	RAD51 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5686589_output	5686589	p-Y104-RAD52 heptamer [nucleoplasm]	Complex	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5685980_output	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	3321979_output	3321979	KAT5 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5687710_output	5687710	p-S990,Ac-K1249-BRIP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5685169_output	5685169	p-RPA heterotrimer [nucleoplasm]	Complex	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	68454_output	68454	Flap [nucleoplasm]	OtherEntity	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5684880_output	5684880	RHNO1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	176353_output	176353	RAD17:RFC [nucleoplasm]	Complex	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5693527_output	5693527	p-S1981,Ac-K3016-ATM [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686657	5686657	ERCC1:XPF cleaves flaps generated by SSA	Reaction	5682166_output	5682166	p-MRN [nucleoplasm]	Complex	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	1638790_output	1638790	Sister Chromatid [chromosome]	OtherEntity	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5684137_output	5684137	p-S327,T847,T859-RBBP8 homotetramer [nucleoplasm]	Complex	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5693545_output	5693545	SEM1:p-T3387-BRCA2:p-T309-RAD51 complex [nucleoplasm]	Complex	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	419548_output	419548	PALB2 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	9707299_output	9707299	p-5S-BRCA1:p-2T-BARD1 [nucleoplasm]	DefinedSet	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5649637_output	5649637	dsDNA [nucleoplasm]	GenomeEncodedEntity	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5685316_output	5685316	BCDX2 complex [nucleoplasm]	Complex	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5685980_output	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	3321979_output	3321979	KAT5 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5685311_output	5685311	CX3 complex [nucleoplasm]	Complex	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5687710_output	5687710	p-S990,Ac-K1249-BRIP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5685301_output	5685301	RAD51AP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5693527_output	5693527	p-S1981,Ac-K3016-ATM [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	5682166_output	5682166	p-MRN [nucleoplasm]	Complex	POS	AND
5684875	5684875	Binding of ATR:ATRIP to RPA at resected DNA DSBs	Reaction	5684874_output	5684874	ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	Complex	POS	AND
5684108	5684108	BRCA1 binds phosphorylated RBBP8	Reaction	5684108_5684107	5684107	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:p-BRCA1-C complex [nucleoplasm]	Complex	POS	AND
5693580	5693580	Association of RAD52 with the RPA complex at resected DNA DSBs	Reaction	5693547_output	5693547	p-Y104-RAD52:p-RPA:ATR:ATRIP:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5693584	5693584	Cleavage of Holliday junctions by GEN1 or SLX1A:SLX4:MUS81:EME1,(MUS81:EME2)	Reaction	5686493_output	5686493	Cleaved Holliday Junction:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:SEM1:p-T309-RAD51:RAD51AP1:CX3 complex [nucleoplasm]	Complex	POS	AND
5684882	5684882	CHEK1 is recruited to resected DNA DSBs	Reaction	5684882_5684883	5684883	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1:TIMELESS:TIPIN:p-T916,S945-CLSPN:CHEK1 [nucleoplasm]	Complex	POS	AND
5685011	5685011	ATR activation at DNA DSBs	Reaction	5685011_5685039	5685039	ATR:ATRIP:RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5684137_output	5684137	p-S327,T847,T859-RBBP8 homotetramer [nucleoplasm]	Complex	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5693545_output	5693545	SEM1:p-T3387-BRCA2:p-T309-RAD51 complex [nucleoplasm]	Complex	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	1638790_output	1638790	Sister Chromatid [chromosome]	OtherEntity	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	419548_output	419548	PALB2 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	9707299_output	9707299	p-5S-BRCA1:p-2T-BARD1 [nucleoplasm]	DefinedSet	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5685316_output	5685316	BCDX2 complex [nucleoplasm]	Complex	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5685980_output	5685980	EXO1,DNA2:BLM,WRN [nucleoplasm]	DefinedSet	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	3321979_output	3321979	KAT5 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5685311_output	5685311	CX3 complex [nucleoplasm]	Complex	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5687710_output	5687710	p-S990,Ac-K1249-BRIP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	84009_output	84009	ss-gap-reannealed DNA [nucleoplasm]	OtherEntity	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5685301_output	5685301	RAD51AP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5693527_output	5693527	p-S1981,Ac-K3016-ATM [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693589	5693589	D-loop dissociation and strand annealing	Reaction	5682166_output	5682166	p-MRN [nucleoplasm]	Complex	POS	AND
5684887	5684887	Activation of CHEK1 at resected DNA DSBs	Reaction	5684985_output	5684985	TIMELESS:TIPIN [nucleoplasm]	Complex	POS	AND
5684887	5684887	Activation of CHEK1 at resected DNA DSBs	Reaction	5684887_113838	113838	p-S317,S345-CHEK1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684887	5684887	Activation of CHEK1 at resected DNA DSBs	Reaction	5685162_output	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5684887	5684887	Activation of CHEK1 at resected DNA DSBs	Reaction	176296_output	176296	p-T916,S945-CLSPN [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693593	5693593	D-loop extension by DNA polymerases	Reaction	5686104_output	5686104	Extended D-Loop:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:SEM1:p-T309-RAD51:RAD51AP1:CX3 complex [nucleoplasm]	Complex	POS	AND
5686430	5686430	MUS81 binds EME1, EME2	Reaction	5686430_8933487	8933487	MUS81:EME1, (MUS81:EME2) [nucleoplasm]	CandidateSet	POS	AND
5685156	5685156	ATR phosphorylates RPA2	Reaction	5685162_output	5685162	ATR:ATRIP:p-RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5686440	5686440	MUS81:EME1,EME2 cleaves D-loop	Reaction	5686432_output	5686432	Cleaved D-Loop:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:p-T309-RAD51:RAD51AP1:CX3 complex [nucleoplasm]	Complex	POS	AND
5693608	5693608	Initial resection of double-strand break ends	Reaction	5685983_output	5685983	3' short overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex [nucleoplasm]	Complex	POS	AND
5684140	5684140	ATM phosphorylates RBBP8	Reaction	5684135_output	5684135	DNA DSBs:p-MRN:p-S327,T847,T859-RBBP8:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	Complex	POS	AND
5693620	5693620	D-loop formation mediated by PALB2, BRCA2 and RAD51	Reaction	5685658_output	5685658	D-Loop:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:SEM1:p-T309-RAD51:RAD51AP1 [nucleoplasm]	Complex	POS	AND
5686587	5686587	ABL1 phosphorylates RAD52	Reaction	5686589_output	5686589	p-Y104-RAD52 heptamer [nucleoplasm]	Complex	POS	AND
9763137	9763137	BRCA2 binds SEM1 (DSS1)	Reaction	9763138_output	9763138	BRCA2:SEM1 [cytosol]	Complex	POS	AND
5685953	5685953	SIRT6 deacetylates RBBP8	Reaction	5684097_output	5684097	RBBP8 homotetramer [nucleoplasm]	Complex	POS	AND
5685318	5685318	BCDX2 complex formation	Reaction	5685316_output	5685316	BCDX2 complex [nucleoplasm]	Complex	POS	AND
5685319	5685319	CX3 complex formation	Reaction	5685311_output	5685311	CX3 complex [nucleoplasm]	Complex	POS	AND
5686475	5686475	SLX1A:SLX4 binds MUS81:EME1,(MUS81:EME2)	Reaction	5686474_output	5686474	SLX1A:SLX4:MUS81:EME1,(MUS81:EME2) [nucleoplasm]	Complex	POS	AND
5685838	5685838	CX3 complex binds D-loop structures	Reaction	5685826_output	5685826	D-Loop:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-BRCA1-C complex:PALB2:p-T3387-BRCA2:SEM1:p-T309-RAD51:RAD51AP1:CX3 complex [nucleoplasm]	Complex	POS	AND
5687758	5687758	PPP4C:PPP4R2 dephosphorylates RPA2	Reaction	68462_output	68462	RPA heterotrimer [nucleoplasm]	Complex	POS	AND
5684052	5684052	PIAS4 SUMOylates MDC1	Reaction	912481_output	912481	UBE2I [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684052	5684052	PIAS4 SUMOylates MDC1	Reaction	5684053_output	5684053	DNA DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:K63PolyUb-K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome:SUMO2:K1840,p-5T-MDC1:p-S102-WHSC1:RNF8:Zn2+:SUMO1:p-T4827-HERC2:UBE2N:UBE2V2:RNF168:PIAS4:p-S25,S1778-TP53BP1:p-5S,2T-BRCA1-A complex [nucleoplasm]	Complex	POS	AND
5685341	5685341	BCDX2 complex stabilizes RAD51 filament	Reaction	5685343_output	5685343	3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-T309-RAD51:p-T3387-BRCA2:SEM1:BCDX2 complex [nucleoplasm]	Complex	POS	AND
75998	75998	Formation of RAD52 heptameric ring structure complexes	Reaction	83899_output	83899	RAD52 heptamer [nucleoplasm]	Complex	POS	AND
5685985	5685985	EXO1 or DNA2 in complex with BLM or WRN binds initially resected DNA DSBs along with BRIP1 recruitment	Reaction	5685985_5685989	5685989	3' short overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	Complex	POS	AND
5693542	5693542	Association of RPA complexes with ssDNA at resected DNA DSBs	Reaction	5693552_output	5693552	RPA:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	Complex	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682984_output	5682984	p-S102-WHSC1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5684077_output	5684077	K48PolyUb:SUMO2:K1840,p-5T-MDC1 dimer [nucleoplasm]	Complex	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682540_output	5682540	RNF8:Zn2+ [nucleoplasm]	Complex	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682575_output	5682575	p-S406-FAM175A [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682574_output	5682574	UIMC1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682542_output	5682542	UBE2N:UBE2V2 [nucleoplasm]	Complex	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	9707299_output	9707299	p-5S-BRCA1:p-2T-BARD1 [nucleoplasm]	DefinedSet	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	2993789_output	2993789	PIAS4 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	4551605_output	4551605	RNF168 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5683418_output	5683418	p-S25,S1778-TP53BP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682577_output	5682577	BRCC3 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682579_output	5682579	BRE [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682162_output	5682162	DNA DSB:p-MRN:p-S1981,Ac-K3016-ATM:KAT5 [nucleoplasm]	Complex	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682615_output	5682615	p-T4827,SUMO1-HERC2 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682582_output	5682582	BABAM1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684071	5684071	RNF4 ubiquitinates MDC1	Reaction	5682998_output	5682998	K63PolyUb:K14,K16,p-S139-H2AFX,Me2K21-HIST1H4A-Nucleosome [nucleoplasm]	Complex	POS	AND
5685994	5685994	Long-range resection of DNA DSBs by EXO1 or DNA2	Reaction	5684128_output	5684128	3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	Complex	POS	AND
5685230	5685230	CHEK1 phosphorylates RAD51	Reaction	5685231_output	5685231	p-T309-RAD51 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5684081	5684081	MRN complex binds CDK2 and RBBP8	Reaction	5684081_5684094	5684094	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:CCNA:p-T160-CDK2:RBBP8 [nucleoplasm]	Complex	POS	AND
5686642	5686642	RAD52 promotes single strand annealing at resected DNA DSBs	Reaction	5686613_output	5686613	RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:DNA DSBs with annealed 3' ssDNA overhangs and displaced flaps:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5693561	5693561	RAD51 binds BRCA2 at resected DNA DSBs	Reaction	176269_output	176269	ATR:ATRIP [nucleoplasm]	Complex	POS	AND
5693561	5693561	RAD51 binds BRCA2 at resected DNA DSBs	Reaction	176312_output	176312	RAD9:HUS1:RAD1 [nucleoplasm]	Complex	POS	AND
5693561	5693561	RAD51 binds BRCA2 at resected DNA DSBs	Reaction	5684878_output	5684878	TOPBP1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693561	5693561	RAD51 binds BRCA2 at resected DNA DSBs	Reaction	5685169_output	5685169	p-RPA heterotrimer [nucleoplasm]	Complex	POS	AND
5693561	5693561	RAD51 binds BRCA2 at resected DNA DSBs	Reaction	5684880_output	5684880	RHNO1 [nucleoplasm]	EntityWithAccessionedSequence	POS	AND
5693561	5693561	RAD51 binds BRCA2 at resected DNA DSBs	Reaction	176353_output	176353	RAD17:RFC [nucleoplasm]	Complex	POS	AND
5693561	5693561	RAD51 binds BRCA2 at resected DNA DSBs	Reaction	5685317_output	5685317	3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:p-T309-RAD51:p-T3387-BRCA2:SEM1 [nucleoplasm]	Complex	POS	AND
5685242	5685242	CHEK1 phosphorylates BRCA2	Reaction	9763139_output	9763139	p-T3387-BRCA2:SEM1 [nucleoplasm]	Complex	POS	AND
5693564	5693564	Association of RAD51 with RAD52:DNA double-strand break ends	Reaction	5693564_5693590	5693590	RAD51:p-Y104-RAD52:p-RPA:ATR:ATRIP:3' overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1:RAD17:RFC:RAD9:HUS1:RAD1:RHNO1:TOPBP1 [nucleoplasm]	Complex	POS	AND
5686398	5686398	SPIDR binds BLM:TOP3A:RMI1:RMI2	Reaction	5686398_5686409	5686409	BLM:TOP3A:RMI1:RMI2:SPIDR [nucleoplasm]	Complex	POS	AND
5686112	5686112	RTEL1 [nucleoplasm]	EntityWithAccessionedSequence	5686110	5686110	DNA helicase activity of RTEL1 [nucleoplasm]	CatalystActivity	POS	AND
5686110	5686110	DNA helicase activity of RTEL1 [nucleoplasm]	CatalystActivity	5693589	5693589	D-loop dissociation and strand annealing	Reaction	POS	AND
5686489	5686489	SLX1A:SLX4:MUS81:EME1,(MUS81:EME2),GEN1 [nucleoplasm]	DefinedSet	5686490	5686490	endodeoxyribonuclease activity of SLX1A:SLX4:MUS81:EME1,(MUS81:EME2),GEN1 [nucleoplasm]	CatalystActivity	POS	AND
5686490	5686490	endodeoxyribonuclease activity of SLX1A:SLX4:MUS81:EME1,(MUS81:EME2),GEN1 [nucleoplasm]	CatalystActivity	5693584	5693584	Cleavage of Holliday junctions by GEN1 or SLX1A:SLX4:MUS81:EME1,(MUS81:EME2)	Reaction	POS	AND
5686398_5686409	5686409	BLM:TOP3A:RMI1:RMI2:SPIDR [nucleoplasm]	Complex	5686391	5686391	helicase activity of BLM:TOP3A:RMI1:RMI2:SPIDR [nucleoplasm]	CatalystActivity	POS	AND
5686391	5686391	helicase activity of BLM:TOP3A:RMI1:RMI2:SPIDR [nucleoplasm]	CatalystActivity	5686410	5686410	BLM mediates dissolution of double Holliday junction	Reaction	POS	AND
5686430_8933487	8933487	MUS81:EME1, (MUS81:EME2) [nucleoplasm]	CandidateSet	5686450	5686450	endodeoxyribonuclease activity of MUS81:EME1, (MUS81:EME2) [nucleoplasm]	CatalystActivity	POS	AND
5686430_8933487_5686475	8933487	MUS81:EME1, (MUS81:EME2) [nucleoplasm]	CandidateSet	5686450	5686450	endodeoxyribonuclease activity of MUS81:EME1, (MUS81:EME2) [nucleoplasm]	CatalystActivity	POS	AND
5686450	5686450	endodeoxyribonuclease activity of MUS81:EME1, (MUS81:EME2) [nucleoplasm]	CatalystActivity	5686440	5686440	MUS81:EME1,EME2 cleaves D-loop	Reaction	POS	AND
5684887_113838	113838	p-S317,S345-CHEK1 [nucleoplasm]	EntityWithAccessionedSequence	182636	182636	protein serine/threonine kinase activity of p-S317,S345-CHEK1 [nucleoplasm]	CatalystActivity	POS	AND
182636	182636	protein serine/threonine kinase activity of p-S317,S345-CHEK1 [nucleoplasm]	CatalystActivity	5685230	5685230	CHEK1 phosphorylates RAD51	Reaction	POS	AND
182636	182636	protein serine/threonine kinase activity of p-S317,S345-CHEK1 [nucleoplasm]	CatalystActivity	5685242	5685242	CHEK1 phosphorylates BRCA2	Reaction	POS	AND
5686084	5686084	PCNA:POLD,POLE,POLH,POLK:RPA:RFC [nucleoplasm]	CandidateSet	5686086	5686086	DNA-directed DNA polymerase activity of PCNA:POLD,POLE,POLH,POLK:RPA:RFC [nucleoplasm]	CatalystActivity	POS	AND
5686086	5686086	DNA-directed DNA polymerase activity of PCNA:POLD,POLE,POLH,POLK:RPA:RFC [nucleoplasm]	CatalystActivity	5693593	5693593	D-loop extension by DNA polymerases	Reaction	POS	AND
5684108_5684107	5684107	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:p-BRCA1-C complex [nucleoplasm]	Complex	5684133	5684133	endodeoxyribonuclease activity of DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:p-BRCA1-C complex [nucleoplasm]	CatalystActivity	POS	AND
5684108_5684107_5693608	5684107	DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:p-BRCA1-C complex [nucleoplasm]	Complex	5684133	5684133	endodeoxyribonuclease activity of DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:p-BRCA1-C complex [nucleoplasm]	CatalystActivity	POS	AND
5684133	5684133	endodeoxyribonuclease activity of DNA DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:p-BRCA1-C complex [nucleoplasm]	CatalystActivity	5693608	5693608	Initial resection of double-strand break ends	Reaction	POS	AND
5685985_5685989	5685989	3' short overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	Complex	5685992	5685992	deoxyribonuclease activity of 3' short overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	CatalystActivity	POS	AND
5685985_5685989_5685994	5685989	3' short overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	Complex	5685992	5685992	deoxyribonuclease activity of 3' short overhanging ssDNA-DSBs:p-MRN:p-S1981,Ac-K3016-ATM:KAT5:BRCA1-C complex:EXO1,DNA2:BLM,WRN:p-S990,Ac-K1249-BRIP1 [nucleoplasm]	CatalystActivity	POS	AND
