parent_id	parent_reactome_id	parent_name	parent_type	child_id	child_reactome_id	child_name	child_type	polarity	type
9647991_9647947	9647947	Palmostatin B:LYPLA1 dimer, ABHD17A,B,C [cytosol]	Complex	9647996	9647996	Negative regulation by 'Palmostatin B:LYPLA1 dimer, ABHD17A,B,C [cytosol]'	Regulation	POS	AND
9647996	9647996	Negative regulation by 'Palmostatin B:LYPLA1 dimer, ABHD17A,B,C [cytosol]'	Regulation	9647994	9647994	RAS proteins are depalmitoylated	Reaction	NEG	AND
9656781_9656780	9656780	PDE6D:Deltarasin [cytosol]	Complex	9656787	9656787	Negative regulation by 'PDE6D:Deltarasin [cytosol]'	Regulation	POS	AND
9656787	9656787	Negative regulation by 'PDE6D:Deltarasin [cytosol]'	Regulation	9654525	9654525	PDE6D binds S-Farn-Me KRAS4B:CALM:4 Ca2+	Reaction	NEG	AND
9647987_9647944	9647944	FNTA:FNTB:FTase inhibitors [cytosol]	Complex	9647979	9647979	Negative regulation by 'FNTA:FNTB:FTase inhibitors [cytosol]'	Regulation	POS	AND
9647979	9647979	Negative regulation by 'FNTA:FNTB:FTase inhibitors [cytosol]'	Regulation	9647978	9647978	pro-RAS proteins are farnesylated	Reaction	NEG	AND
9656775_9656776	9656776	ICMT:Zn2+:Cysmethynil [endoplasmic reticulum membrane]	Complex	9656786	9656786	Negative regulation by 'ICMT:Zn2+:Cysmethynil [endoplasmic reticulum membrane]'	Regulation	POS	AND
9656786	9656786	Negative regulation by 'ICMT:Zn2+:Cysmethynil [endoplasmic reticulum membrane]'	Regulation	9647977	9647977	ICMT methylates S-Farn RAS proteins	Reaction	NEG	AND
5675194_5675193	5675193	hyperphosphorylated RAF1 [plasma membrane]	EntityWithAccessionedSequence	5675437	5675437	Positive regulation by 'hyperphosphorylated RAF1 [plasma membrane]'	Regulation	POS	AND
5675437	5675437	Positive regulation by 'hyperphosphorylated RAF1 [plasma membrane]'	Regulation	5675431	5675431	PP2A dephosphorylates RAF1	Reaction	POS	AND
9657599_9657583	9657583	activated RAF:scaffold:MAP2K:MAPK complex:dual mechanism MAP2K inhibitors [plasma membrane]	Complex	9657612	9657612	Negative regulation by 'activated RAF:scaffold:MAP2K:MAPK complex:dual mechanism MAP2K inhibitors [plasma membrane]'	Regulation	POS	AND
9657612	9657612	Negative regulation by 'activated RAF:scaffold:MAP2K:MAPK complex:dual mechanism MAP2K inhibitors [plasma membrane]'	Regulation	5672978	5672978	RAF phosphorylates MAP2K dimer	Reaction	NEG	AND
9657612	9657612	Negative regulation by 'activated RAF:scaffold:MAP2K:MAPK complex:dual mechanism MAP2K inhibitors [plasma membrane]'	Regulation	5672973	5672973	MAP2Ks phosphorylate MAPKs	Reaction	NEG	AND
9653108_9653109	9653109	p21RAS:GTP:homo/heterodimerized RAF complex:RAF dimer inhibitors [plasma membrane]	Complex	9653114	9653114	Negative regulation by 'p21RAS:GTP:homo/heterodimerized RAF complex:RAF dimer inhibitors [plasma membrane]'	Regulation	POS	AND
9653114	9653114	Negative regulation by 'p21RAS:GTP:homo/heterodimerized RAF complex:RAF dimer inhibitors [plasma membrane]'	Regulation	5672978	5672978	RAF phosphorylates MAP2K dimer	Reaction	NEG	AND
5675417_5675413	5675413	p21 RAS:GTP:activated RAF1 homo/heterodimer:PEBP1 [plasma membrane]	Complex	5675436	5675436	Negative regulation by 'p21 RAS:GTP:activated RAF1 homo/heterodimer:PEBP1 [plasma membrane]'	Regulation	POS	AND
5675436	5675436	Negative regulation by 'p21 RAS:GTP:activated RAF1 homo/heterodimer:PEBP1 [plasma membrane]'	Regulation	5672972	5672972	MAP2Ks and MAPKs bind to the activated RAF complex	Reaction	NEG	AND
9657606_9657587	9657587	activated RAF:scaffold:p-2S  MAP2K:MAPK:single mechanism MAP2K inhibitors [plasma membrane]	Complex	9657615	9657615	Negative regulation by 'activated RAF:scaffold:p-2S  MAP2K:MAPK:single mechanism MAP2K inhibitors [plasma membrane]'	Regulation	POS	AND
9657615	9657615	Negative regulation by 'activated RAF:scaffold:p-2S  MAP2K:MAPK:single mechanism MAP2K inhibitors [plasma membrane]'	Regulation	5672973	5672973	MAP2Ks phosphorylate MAPKs	Reaction	NEG	AND
9657603_9657590	9657590	activated RAF:scaffold:p-2S MAP2K:MAPK:dual mechanism MAPK inhibitors [plasma membrane]	Complex	9657617	9657617	Negative regulation by 'activated RAF:scaffold:p-2S MAP2K:MAPK:dual mechanism MAPK inhibitors [plasma membrane]'	Regulation	POS	AND
9657617	9657617	Negative regulation by 'activated RAF:scaffold:p-2S MAP2K:MAPK:dual mechanism MAPK inhibitors [plasma membrane]'	Regulation	5672973	5672973	MAP2Ks phosphorylate MAPKs	Reaction	NEG	AND
5672958_5672691	5672691	p-S311 KSR1:MARK3 [cytosol]	Complex	5672731_5672966	5672731	"dephosphorylated ""receiver"" RAF/KSR1 [cytosol]"	DefinedSet	POS	AND
5674385_1268261	1268261	p-T,Y MAPK dimers [cytosol]	DefinedSet	5674340_5675206	5674340	p-T,Y MAPK monomers and dimers [cytosol]	DefinedSet	POS	AND
109837	109837	p-S218,S222-MAP2K1 [cytosol]	EntityWithAccessionedSequence	5672705	5672705	p-2S MAP2K1:p-2S MAPK2K2 heterodimer [cytosol]	Complex	POS	AND
169292	169292	p-S222,S226-MAP2K2 [cytosol]	EntityWithAccessionedSequence	5672705	5672705	p-2S MAP2K1:p-2S MAPK2K2 heterodimer [cytosol]	Complex	POS	AND
5672639	5672639	p-S214,S576 ARAF [cytosol]	EntityWithAccessionedSequence	5672708	5672708	inactive RAFs [cytosol]	DefinedSet	POS	OR
109786	109786	p-S259,S621-RAF1 [cytosol]	EntityWithAccessionedSequence	5672708	5672708	inactive RAFs [cytosol]	DefinedSet	POS	OR
5672667	5672667	p-S365,S445,S729 BRAF [cytosol]	EntityWithAccessionedSequence	5672708	5672708	inactive RAFs [cytosol]	DefinedSet	POS	OR
5672709	5672709	'activator' RAFs [cytosol]	CandidateSet	5672710	5672710	'activator' RAF:YWHAB dimer [cytosol]	Complex	POS	AND
2028645	2028645	YWHAB dimer [cytosol]	Complex	5672710	5672710	'activator' RAF:YWHAB dimer [cytosol]	Complex	POS	AND
5672686	5672686	MAP2K1:MAPK2K2 heterodimer [cytosol]	Complex	5672716	5672716	MAP2K homo/heterodimers [cytosol]	DefinedSet	POS	OR
5672685	5672685	MAP2K2 dimer [cytosol]	Complex	5672716	5672716	MAP2K homo/heterodimers [cytosol]	DefinedSet	POS	OR
5672683	5672683	MAP2K1 dimer [cytosol]	Complex	5672716	5672716	MAP2K homo/heterodimers [cytosol]	DefinedSet	POS	OR
264470	264470	ARRB1 [cytosol]	EntityWithAccessionedSequence	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
5672629	5672629	CNKSR1 [cytosol]	EntityWithAccessionedSequence	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
5626371	5626371	IQGAP1 [cytosol]	EntityWithAccessionedSequence	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
416464	416464	ARRB2 [cytosol]	EntityWithAccessionedSequence	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
354079	354079	Focal Adhesion/Focal contacts [plasma membrane]	Complex	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
5672589	5672589	KSR2 [cytosol]	EntityWithAccessionedSequence	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
5672632	5672632	CNKSR2 [cytosol]	EntityWithAccessionedSequence	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
5672691	5672691	p-S311 KSR1:MARK3 [cytosol]	Complex	5672717	5672717	RAF/MAPK scaffolds [cytosol]	CandidateSet	POS	OR
1810408	1810408	MyrG-p-Y419-SRC [plasma membrane]	EntityWithAccessionedSequence	5672734	5672734	RAF activating kinases [plasma membrane]	CandidateSet	POS	OR
5672721	5672721	p-2S MAP2K homo/heterodimers [cytosol]	DefinedSet	5672734	5672734	RAF activating kinases [plasma membrane]	CandidateSet	POS	OR
5672679	5672679	p-S445,T599,S602,S729 BRAF [plasma membrane]	EntityWithAccessionedSequence	5672734	5672734	RAF activating kinases [plasma membrane]	CandidateSet	POS	OR
5672648	5672648	p-S299,S302,T452,T455,S576 ARAF [plasma membrane]	EntityWithAccessionedSequence	5672734	5672734	RAF activating kinases [plasma membrane]	CandidateSet	POS	OR
5672665	5672665	p-S338,Y341,T491,S494,S621 RAF1 [plasma membrane]	EntityWithAccessionedSequence	5672734	5672734	RAF activating kinases [plasma membrane]	CandidateSet	POS	OR
9617582	9617582	p-T286-CaMKII dodecamer:CALM1:4xCa2+ [cytosol]	Complex	5672734	5672734	RAF activating kinases [plasma membrane]	CandidateSet	POS	OR
210620	210620	JAK2 [cytosol]	EntityWithAccessionedSequence	5672734	5672734	RAF activating kinases [plasma membrane]	CandidateSet	POS	OR
6788651	6788651	ICMT [endoplasmic reticulum membrane]	EntityWithAccessionedSequence	6788652	6788652	ICMT:Zn2+ [endoplasmic reticulum membrane]	Complex	POS	AND
180582	180582	RBX1 [cytosol]	EntityWithAccessionedSequence	5658416	5658416	KBTBD7:CUL3:RBX1 [cytosol]	Complex	POS	AND
975979	975979	CUL3 [cytosol]	EntityWithAccessionedSequence	5658416	5658416	KBTBD7:CUL3:RBX1 [cytosol]	Complex	POS	AND
5658415	5658415	KBTBD7 [cytosol]	EntityWithAccessionedSequence	5658416	5658416	KBTBD7:CUL3:RBX1 [cytosol]	Complex	POS	AND
9647815	9647815	S-Farn-Me KRAS4B [plasma membrane]	EntityWithAccessionedSequence	9649715	9649715	mature p21 RAS [plasma membrane]	DefinedSet	POS	OR
9647910	9647910	S-Farn-Me PalmS NRAS [plasma membrane]	EntityWithAccessionedSequence	9649715	9649715	mature p21 RAS [plasma membrane]	DefinedSet	POS	OR
9647915	9647915	S-Farn-Me-PalmS KRAS4A [plasma membrane]	EntityWithAccessionedSequence	9649715	9649715	mature p21 RAS [plasma membrane]	DefinedSet	POS	OR
9647912	9647912	S-Farn-Me-2xPalmS HRAS [plasma membrane]	EntityWithAccessionedSequence	9649715	9649715	mature p21 RAS [plasma membrane]	DefinedSet	POS	OR
9016707	9016707	CALM1 [cytosol]	EntityWithAccessionedSequence	74294	74294	CALM1:4xCa2+ [cytosol]	Complex	POS	AND
561160	561160	RGL1 [cytosol]	EntityWithAccessionedSequence	9660479	9660479	RAL GDS proteins [cytosol]	DefinedSet	POS	OR
9660475	9660475	RGL3 [cytosol]	EntityWithAccessionedSequence	9660479	9660479	RAL GDS proteins [cytosol]	DefinedSet	POS	OR
171001	171001	RALGDS [cytosol]	EntityWithAccessionedSequence	9660479	9660479	RAL GDS proteins [cytosol]	DefinedSet	POS	OR
9660472	9660472	RGL2 [cytosol]	EntityWithAccessionedSequence	9660479	9660479	RAL GDS proteins [cytosol]	DefinedSet	POS	OR
171021	171021	p-T183,Y185-MAPK12 [cytosol]	EntityWithAccessionedSequence	8867651	8867651	PTPN3:p-T183,Y185-MAPK12 [cytosol]	Complex	POS	AND
8867650	8867650	PTPN3 [cytosol]	EntityWithAccessionedSequence	8867651	8867651	PTPN3:p-T183,Y185-MAPK12 [cytosol]	Complex	POS	AND
9647931	9647931	ZDHHC9 [Golgi membrane]	EntityWithAccessionedSequence	9647941	9647941	ZDHHC9:GOLGA7 [Golgi membrane]	Complex	POS	AND
9647777	9647777	GOLGA7 [Golgi membrane]	EntityWithAccessionedSequence	9647941	9647941	ZDHHC9:GOLGA7 [Golgi membrane]	Complex	POS	AND
9647767	9647767	ABHD17A [plasma membrane]	EntityWithAccessionedSequence	9647946	9647946	LYPLA1 dimer, ABHD17A,B,C [plasma membrane]	DefinedSet	POS	OR
203655	203655	LYPLA1 dimer [cytosol]	Complex	9647946	9647946	LYPLA1 dimer, ABHD17A,B,C [plasma membrane]	DefinedSet	POS	OR
9647770	9647770	ABHD17B [plasma membrane]	EntityWithAccessionedSequence	9647946	9647946	LYPLA1 dimer, ABHD17A,B,C [plasma membrane]	DefinedSet	POS	OR
9647774	9647774	ABHD17C [plasma membrane]	EntityWithAccessionedSequence	9647946	9647946	LYPLA1 dimer, ABHD17A,B,C [plasma membrane]	DefinedSet	POS	OR
59282	59282	MAPK1 [cytosol]	EntityWithAccessionedSequence	169291	169291	MAPKs [cytosol]	DefinedSet	POS	OR
59284	59284	MAPK3 [cytosol]	EntityWithAccessionedSequence	169291	169291	MAPKs [cytosol]	DefinedSet	POS	OR
9660304	9660304	PPP1CB, PPP1CB [cytosol]	DefinedSet	9658447	9658447	S-GCC MRAS:GTP:SHOC2:PP1 [plasma membrane]	Complex	POS	AND
9658448	9658448	S-GCC MRAS:GTP [plasma membrane]	Complex	9658447	9658447	S-GCC MRAS:GTP:SHOC2:PP1 [plasma membrane]	Complex	POS	AND
9658444	9658444	SHOC2 [cytosol]	EntityWithAccessionedSequence	9658447	9658447	S-GCC MRAS:GTP:SHOC2:PP1 [plasma membrane]	Complex	POS	AND
9649683	9649683	pro-KRAS4A [cytosol]	EntityWithAccessionedSequence	9647953	9647953	pro-RAS [cytosol]	DefinedSet	POS	OR
9647762	9647762	proKRAS [cytosol]	EntityWithAccessionedSequence	9647953	9647953	pro-RAS [cytosol]	DefinedSet	POS	OR
9649686	9649686	pro-KRAS4B [cytosol]	EntityWithAccessionedSequence	9647953	9647953	pro-RAS [cytosol]	DefinedSet	POS	OR
9647765	9647765	proHRAS [cytosol]	EntityWithAccessionedSequence	9647953	9647953	pro-RAS [cytosol]	DefinedSet	POS	OR
9647758	9647758	proNRAS [cytosol]	EntityWithAccessionedSequence	9647953	9647953	pro-RAS [cytosol]	DefinedSet	POS	OR
9647910	9647910	S-Farn-Me PalmS NRAS [plasma membrane]	EntityWithAccessionedSequence	9647962	9647962	S-Farn-Me-PalmS KRAS4A, HRAS, NRAS [plasma membrane]	DefinedSet	POS	OR
9647915	9647915	S-Farn-Me-PalmS KRAS4A [plasma membrane]	EntityWithAccessionedSequence	9647962	9647962	S-Farn-Me-PalmS KRAS4A, HRAS, NRAS [plasma membrane]	DefinedSet	POS	OR
9647912	9647912	S-Farn-Me-2xPalmS HRAS [plasma membrane]	EntityWithAccessionedSequence	9647962	9647962	S-Farn-Me-PalmS KRAS4A, HRAS, NRAS [plasma membrane]	DefinedSet	POS	OR
1268261	1268261	p-T,Y MAPK dimers [cytosol]	DefinedSet	5674340	5674340	p-T,Y MAPK monomers and dimers [cytosol]	DefinedSet	POS	OR
169289	169289	p-T,Y MAPKs [cytosol]	DefinedSet	5674340	5674340	p-T,Y MAPK monomers and dimers [cytosol]	DefinedSet	POS	OR
5674338	5674338	p-T,Y MAPKs [nucleoplasm]	DefinedSet	5674341	5674341	p-T,Y MAPK monomers and dimers [nucleoplasm]	DefinedSet	POS	OR
198701	198701	p-T,Y MAPK dimers [nucleoplasm]	DefinedSet	5674341	5674341	p-T,Y MAPK monomers and dimers [nucleoplasm]	DefinedSet	POS	OR
9647891	9647891	S-Farn-Me NRAS [endoplasmic reticulum membrane]	EntityWithAccessionedSequence	9647973	9647973	S-Farn Me KRAS4A, HRAS, NRAS [endoplasmic reticulum membrane]	DefinedSet	POS	OR
9647796	9647796	S-Farn-Me HRAS [endoplasmic reticulum membrane]	EntityWithAccessionedSequence	9647973	9647973	S-Farn Me KRAS4A, HRAS, NRAS [endoplasmic reticulum membrane]	DefinedSet	POS	OR
9647806	9647806	S-Farn-Me KRAS4A [endoplasmic reticulum membrane]	EntityWithAccessionedSequence	9647973	9647973	S-Farn Me KRAS4A, HRAS, NRAS [endoplasmic reticulum membrane]	DefinedSet	POS	OR
5675334	5675334	DUSP10 [cytosol]	EntityWithAccessionedSequence	5675365	5675365	cytosolic MAPK DUSPs [cytosol]	CandidateSet	POS	OR
5675348	5675348	DUSP8 [cytosol]	EntityWithAccessionedSequence	5675365	5675365	cytosolic MAPK DUSPs [cytosol]	CandidateSet	POS	OR
5675336	5675336	DUSP16 [cytosol]	EntityWithAccessionedSequence	5675365	5675365	cytosolic MAPK DUSPs [cytosol]	CandidateSet	POS	OR
5675351	5675351	DUSP9 [cytosol]	EntityWithAccessionedSequence	5675365	5675365	cytosolic MAPK DUSPs [cytosol]	CandidateSet	POS	OR
5675346	5675346	DUSP7 [cytosol]	EntityWithAccessionedSequence	5675365	5675365	cytosolic MAPK DUSPs [cytosol]	CandidateSet	POS	OR
5675343	5675343	DUSP6 [cytosol]	EntityWithAccessionedSequence	5675365	5675365	cytosolic MAPK DUSPs [cytosol]	CandidateSet	POS	OR
203794	203794	DUSP4 [nucleoplasm]	EntityWithAccessionedSequence	5675368	5675368	nuclear MAPK DUSPs [nucleoplasm]	CandidateSet	POS	OR
203793	203793	DUSP10 [nucleoplasm]	EntityWithAccessionedSequence	5675368	5675368	nuclear MAPK DUSPs [nucleoplasm]	CandidateSet	POS	OR
5675349	5675349	DUSP8 [nucleoplasm]	EntityWithAccessionedSequence	5675368	5675368	nuclear MAPK DUSPs [nucleoplasm]	CandidateSet	POS	OR
203796	203796	DUSP1 [nucleoplasm]	EntityWithAccessionedSequence	5675368	5675368	nuclear MAPK DUSPs [nucleoplasm]	CandidateSet	POS	OR
5675340	5675340	DUSP2 [nucleoplasm]	EntityWithAccessionedSequence	5675368	5675368	nuclear MAPK DUSPs [nucleoplasm]	CandidateSet	POS	OR
5675337	5675337	DUSP16 [nucleoplasm]	EntityWithAccessionedSequence	5675368	5675368	nuclear MAPK DUSPs [nucleoplasm]	CandidateSet	POS	OR
5675342	5675342	DUSP5 [nucleoplasm]	EntityWithAccessionedSequence	5675368	5675368	nuclear MAPK DUSPs [nucleoplasm]	CandidateSet	POS	OR
48888	48888	YWHAB [cytosol]	EntityWithAccessionedSequence	2028645	2028645	YWHAB dimer [cytosol]	Complex	POS	AND
186833	186833	RASA1 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658232	5658232	SPRED dimer:NF1 [plasma membrane]	Complex	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658228	5658228	RASA4 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658226	5658226	RASAL3 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658224	5658224	RASAL2 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658238	5658238	DAB2IP [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658222	5658222	RASA3 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658221	5658221	RASA2 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658233	5658233	RASAL1 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658217	5658217	SYNGAP1 [cytosol]	EntityWithAccessionedSequence	5658216	5658216	RAS GAPs [cytosol]	DefinedSet	POS	OR
5658236	5658236	SPRED3 dimer [plasma membrane]	Complex	5658219	5658219	SPRED dimer [plasma membrane]	CandidateSet	POS	OR
5658235	5658235	SPRED2 dimer [plasma membrane]	Complex	5658219	5658219	SPRED dimer [plasma membrane]	CandidateSet	POS	OR
5658215	5658215	SPRED1 dimer [plasma membrane]	Complex	5658219	5658219	SPRED dimer [plasma membrane]	CandidateSet	POS	OR
165990	165990	PP2A-subunit A [cytosol]	CandidateSet	196206	196206	PP2A [cytosol]	Complex	POS	AND
196216	196216	PP2A regulatory subunit B56 [cytosol]	CandidateSet	196206	196206	PP2A [cytosol]	Complex	POS	AND
165977	165977	PP2A-catalytic subunit C [cytosol]	CandidateSet	196206	196206	PP2A [cytosol]	Complex	POS	AND
9647912	9647912	S-Farn-Me-2xPalmS HRAS [plasma membrane]	EntityWithAccessionedSequence	9660551	9660551	S-Farn-Me-2xPalmS HRAS:GTP [plasma membrane]	Complex	POS	AND
5672942	5672942	WDR83 [endosome membrane]	EntityWithAccessionedSequence	5674133	5674133	WDR83:LAMTOR2:LAMTOR3 [endosome membrane]	Complex	POS	AND
5693294	5693294	LAMTOR3 [endosome membrane]	EntityWithAccessionedSequence	5674133	5674133	WDR83:LAMTOR2:LAMTOR3 [endosome membrane]	Complex	POS	AND
5693293	5693293	LAMTOR2 [endosome membrane]	EntityWithAccessionedSequence	5674133	5674133	WDR83:LAMTOR2:LAMTOR3 [endosome membrane]	Complex	POS	AND
5216230	5216230	ARL2 [cytosol]	EntityWithAccessionedSequence	5250197	5250197	ARL2:GTP [cytosol]	Complex	POS	AND
5672709	5672709	'activator' RAFs [cytosol]	CandidateSet	5675414	5675414	p21RAS:GTP:activated RAF1 homo/heterodimer [plasma membrane]	Complex	POS	AND
109783	109783	p21 RAS:GTP [plasma membrane]	Complex	5675414	5675414	p21RAS:GTP:activated RAF1 homo/heterodimer [plasma membrane]	Complex	POS	AND
2028645	2028645	YWHAB dimer [cytosol]	Complex	5675414	5675414	p21RAS:GTP:activated RAF1 homo/heterodimer [plasma membrane]	Complex	POS	AND
5672665	5672665	p-S338,Y341,T491,S494,S621 RAF1 [plasma membrane]	EntityWithAccessionedSequence	5675414	5675414	p21RAS:GTP:activated RAF1 homo/heterodimer [plasma membrane]	Complex	POS	AND
5674134	5674134	activated RAF monomer [cytosol]	CandidateSet	5674136	5674136	activated RAF homo/heterodimer [cytosol]	Complex	POS	AND
5672598	5672598	RASGEF1A [cytosol]	EntityWithAccessionedSequence	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5672599	5672599	RAPGEF2 [cytosol]	EntityWithAccessionedSequence	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
194944	194944	RASGRF2 [cytosol]	EntityWithAccessionedSequence	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
2685600	2685600	RASGRP4 [cytosol]	EntityWithAccessionedSequence	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
186827	186827	PDGF:Phospho-PDGF receptor dimer:Grb2:Sos1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
921157	921157	Interleukin receptor complexes with activated SHC1:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654296	5654296	Activated FGFR2:pY-SHC1:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
1306947	1306947	NRGs/EGFLs:p-ERBB4:p-ERBB2:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654343	5654343	Activated FGFR4:pY-SHC1:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
205202	205202	GRB2:SOS1:p-KIT complex [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
8851860	8851860	HGF:p-4Y-MET dimer:RANBP9:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654275	5654275	Activated FGFR1:p-SHC1:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
9607300	9607300	Active FLT3:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
8851807	8851807	HGF:p-4Y-MET dimer:GRB2-1:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654287	5654287	Activated FGFR2:p-FRS:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
210970	210970	SOS-1 bound to Tie2:Grb2 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
1250505	1250505	EGF:p-EGFR:p-ERBB2:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
1250382	1250382	GRB2:SOS1:p-Y349,350-SHC1:p-ERBB4 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
1168369	1168369	p-RASGRP1,3:DAG [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654327	5654327	Activated FGFR4:p-FRS2:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5685367	5685367	GRB2-1:SOS1:p-Y-SHC [cytosol]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
109798	109798	GRB2-1:SOS1:p-Y427-SHC1 [cytosol]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
392045	392045	Grb2:Sos:pFAK bound to NCAM1:pFyn [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
109800	109800	GRB2-1:SOS1:p-Y-IRS1,p-Y-IRS2 [cytosol]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
180331	180331	EGF-like ligands:p-6Y-EGFR:p-Y349,350-SHC1:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
442735	442735	Gly,D-Ser:L-Glu:GRIN1:GRIN2B NMDA receptor:RASGRF1 oligomer:CALM1:4xCa2+ [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654264	5654264	Activated FGFR1:p-FRS2:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
179820	179820	EGF-like ligands:p-6Y-EGFR:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
2424468	2424468	p-5Y-LAT:p-SHC1:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
2179409	2179409	GRB2:SOS1:HB-EGF:p-6Y-EGFR [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
8854903	8854903	2x p-5Y-RET:GDNF:GFRA complexes:GRB2-1:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654308	5654308	Activated FGFR3:p-FRS:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
870270	870270	RASGRP1 [cytosol]	EntityWithAccessionedSequence	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
8854399	8854399	2x p-5Y-RET:GDNF:GFRA complexes:p-Y349,Y350,Y427-SHC1:GRB2-1:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
5654316	5654316	Activated FGFR3:pY-SHC1:GRB2:SOS1 [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
1250479	1250479	GRB2:SOS1:p-Y349,350-SHC1:Phosphorylated ERBB2 heterodimers [plasma membrane]	Complex	5672601	5672601	RAS GEFs [plasma membrane]	DefinedSet	POS	OR
